ＪＡＮコード,分類コード,商品名,標準小売価格,発売日,仕入入数,仕入個口,賞味期間,賞味期間（月）,ピース重量,ケース正面縦,ケース正面横,ケース奥行,ケース重量,原材料,アレルゲン,栄養成分,エネルギー,たんぱく質,脂質,炭水化物,ナトリウム,添加物等,本部データの登録,サイズ(ピース)正面縦,サイズ(ピース)正面横,サイズ(ピース)奥行,ケースサイズ確認
4.90165E+12,132,＄扇雀飴はちみつ１００％のキャンデー　５７ｇ,200,20160105,6,8,３６０日,12,61,615,315,183,4132,はちみつ,,100ｇあたり,214,0,0,53.6,1,,無,205,145,20,
4.90165E+12,132,＄扇雀飴はちみつとりんご１００％のキャンデー５３ｇ,200,20160912,6,8,３６５日,12,57,318,308,355,3889,はちみつ、りんご、りんごエキス,りんご,1製品（50g）,196,0.2,0,48.9,0,,無,205,145,20,
4.90165E+12,132,＄扇雀飴　くださいキャンデー８０ｇ,200,20160912,6,8,３６５日,12,84,318,308,355,5241,,,,0,0,0,0,0,,無,210,150,20,
4.90165E+12,132,＄扇雀飴　食べるえごま油キャンデー　８０ｇ,200,20160912,6,8,３６５日,12,84,318,308,355,5185,水飴、砂糖、加糖練乳、乳製品、乳糖、食用えごま油、生クリーム、食塩、香料(大豆を含む)、乳化剤,乳、大豆,1製品（76ｇ）,292,2.4,1.9,66.4,173,香料(大豆を含む)、乳化剤,無,210,150,20,
4.90165E+12,132,扇雀飴　マヌカハニーと花粉の力はなのど飴　８０ｇ,200,20170123,6,8,３６５日,12,84,318,308,355,5185,砂糖、水飴、マヌカハニー、ミツバチ花粉エキス、香料、酸味料、着色料（カラメル）,,1製品（76g）,298,0,0.1,74.2,2,香料、酸味料、着色料（カラメル）,無,210,150,20,
4.90165E+12,132,＄扇雀飴　桜香るみるくキャンディ　８０ｇ,200,20170206,6,8,３６５日,12,85,318,308,355,5289,水飴、砂糖、還元水飴、加糖練乳、生クリーム、食塩、桜花ペースト/香料、乳化剤、着色料（アントシアニン）、酸味料,乳,１製品（７５g）,286,0.4,2.3,66,0,香料、乳化剤、着色料(アントシアニン)等,無,150,210,20,
4.90165E+12,132,＄扇雀飴　忍たま乱太郎フルーツキャンデーの段７０ｇ,200,20170313,6,8,３６５日,12,74,318,308,355,4761,砂糖、水飴、濃縮果汁（ぶどう・りんご・もも）／酸味料、香料、着色料（アントシアニン・クチナシ・カラメル）,もも、りんご,1製品（66g）,257,0,0,64.3,0,酸味料、香料、着色料等,無,205,145,20,
4.90165E+12,132,＄扇雀飴　のど包むのど飴　８０ｇ,200,20170918,6,8,３６５日,12,85,328,308,400,5368,砂糖、水飴、エリスリトール、ハーブエキス/香料、増粘多糖類、緑茶抽出物、着色料（カラメル）、酸味料、ポリグルタミン酸（大豆由来）,大豆,１製品（７６ｇ）,286,0,0,71.5,0,香料、増粘多糖類、緑茶抽出物等,無,220,155,20,
4.90165E+12,132,＄扇雀飴　焦がしグルメＣＡＮＤＹ　６５ｇ,200,20170911,6,8,３６５日,12,69,328,308,435,4580,水飴、砂糖、加糖練乳、乳糖、乳製品、バター、クリーム、乳等を主要原料とする食品、植物油脂、りんご濃縮果汁、コーヒーエキス、食塩、ゼラチン/トレハロース、香料（卵由来）、酸味料、着色料（カラメル・アントシアニン）、乳化剤、CMC（安定剤）、糊料（アラビアガム）,卵、乳、りんご、ゼラチン,１製品（61ｇ）,242,0.8,1.8,55.6,0,トレハロース、香料（卵由来）、酸味料等,無,210,155,20,
4.90165E+12,132,扇雀飴　はちみつ１００％のキャンデー　５１ｇ,200,20170918,6,8,３６５日,12,55,318,308,355,3793,はちみつ,,１粒（３．３ｇ）,13,0,0,3.3,0,,無,205,145,20,
4.90165E+12,132,扇雀飴　はちみつとゆず１００％のキャンデー　５１ｇ,200,20170918,6,8,３６５日,12,55,318,308,355,3793,はちみつ、ゆず,,１粒（3.3g）当たり,13,0,0,3.3,0,なし,無,205,145,20,
4.90165E+12,132,＄扇雀飴はちみつとりんご１００％のキャンデー５０ｇ,200,20170918,6,8,３６５日,12,54,318,308,355,3745,はちみつ、りんご、りんごエキス,りんご,１粒（３．３ｇ）,13,0,0,3.2,0,,無,205,145,20,
4.90165E+12,132,扇雀飴　桃づくしＣＡＮＤＹ　８５ｇ,200,20180319,6,8,３６０日,12,90,318,308,355,5481,砂糖、水飴、クリーミングパウダー（植物油脂、デキストリン、乳糖、砂糖、乳たんぱく、脱脂粉乳）、国産白桃濃縮果汁、はちみつ、植物油脂、ビスケット（小麦を含む）、粉糖、エリスリトール、乳糖／酸味料、香料（卵・大豆由来）、甘味料（キシリトール）、重曹、着色料（アントシアニン）、乳化剤,卵、乳、小麦、大豆、もも,１製品（８１ｇ）,318,0.1,1.2,76.8,78.74,酸味料、香料（卵・大豆由来）、甘味料（キ,無,210,150,20,
4.90165E+12,132,＄扇雀飴　涼葛のど飴　７０ｇ,200,20180326,6,8,３６０日,12,74,328,308,400,4840,砂糖、水飴、エリスリトール、高知県産ゆず果汁、岡山県産清水白桃果汁、葛でん粉、京都府産宇治抹茶、植物油脂、ゼラチン、ハーブエキス/増粘多糖類、酸味料、香料、茶抽出物、着色料（紅花黄、アントシアニン）、乳化剤,もも、ゼラチン,１袋（６６ｇ）,251,0.1,0.1,62.3,19.67,増粘多糖類、酸味料、香料、茶抽出物、着色,無,205,145,20,
4.90165E+12,132,扇雀飴　抹茶ソフトクリームｃａｎｄｙ　７０ｇ,200,20180507,6,8,３６０日,12,74,318,308,355,4705,水飴、砂糖、クリーム（乳成分を含む）、抹茶ペースト（植物性油脂、抹茶）、食塩／香料、酸味料、乳化剤、着色料（カラメル、クチナシ、紅花黄）、茶抽出物,乳,1製品（67ｇ）当たり,264,0.1,1.6,62.4,39.37,香料、酸味料、乳化剤、着色料（カラメル、,無,220,155,20,
4.90165E+12,132,扇雀飴　はちみつとレモン１００％のキャンデー５０ｇ,200,20180507,6,8,３６０日,12,54,318,308,355,3745,はちみつ、レモン,,１粒（３．３ｇ）当たり,13,0,0,3.2,0.04,,無,205,145,20,
4.90165E+12,132,＄扇雀飴　ぶどうづくしＣＡＮＤＹ８５ｇ,200,20181001,6,8,３６５日,12,89,318,308,355,5481,砂糖、水飴、クリーミングパウダー（植物油脂、デキストリン、乳糖、砂糖、乳たんぱく、脱脂粉乳）、国産シャインマスカット果汁、植物油脂、ビスケット（小麦を含む）、粉糖、エリスリトール、国産巨峰濃縮果汁、乳糖／酸味料、香料（卵・大豆由来）、甘味料（キシリトール）、重曹、着色料（アントシアニン、クチナシ、ウコン）、乳化剤,卵、乳、小麦、大豆,１製品（８１ｇ）,318,0.1,1.2,76.8,0,酸味料、香料（卵・大豆由来）、甘味料（キ,無,210,155,20,
4.90165E+12,132,＄扇雀飴　脳キャン　６５ｇ,200,20190128,6,8,３６５日,12,69,318,308,355,4465,砂糖（国内製造）、水飴、ぶどう糖、食用えごま油、グレープフルーツ濃縮果汁、イチョウ葉抽出物／酸味料、香料、乳化剤、着色料（紅花黄）,,１製品（６５ｇ）,242,0,0.2,60.1,0,酸味料、香料、乳化剤、着色料（紅花黄）,無,205,145,20,
4.90165E+12,132,＄扇雀飴　チョコミントＣＡＮＤＹ８０ｇ,200,20190401,6,8,３６０日,12,84,328,308,395,5320,水飴（国内製造）、砂糖、乳糖、エリスリトール、乳製品、バター、クリーム、ココアクッキー（小麦を含む）／香料、乳化剤、着色料（クチナシ、紅花黄、カラメル）、増粘剤（アラビアガム）、膨張剤,乳、小麦,１製品（７６ｇ）,290,0.6,1.9,69.5,0,,無,210,145,20,
4.90165E+12,132,扇雀飴　幻の柑橘　直七のど飴８０ｇ,200,20190909,6,8,３６０日,12,84,300,150,85,604,砂糖（国内製造）、水飴、直七（田熊すだち）果汁、ハーブエキス/酸味料、香料、ビタミンC、着色料（クチナシ、ウコン）,,1製品(76ｇ),296,0.1,0,73.8,0.2,酸味料、香料、ビタミンC、着色料（クチナ,無,210,150,20,!
4.90165E+12,132,扇雀飴　きなこをまぶした黒みつきなこミルク　８０ｇ,200,20190916,6,8,２７０日,9,84,328,308,395,5240,牛乳（国内製造）、水飴、砂糖、加糖練乳、粉糖、きなこ（大豆を含む）、バター、黒糖蜜、植物油脂、加工黒糖、食塩、ゼラチン／乳化剤、香料、着色料（カラメル、フラボノイド）、糊料（アラビアガム）,,1製品(76ｇ),304,2.2,3.1,66.7,0.1,乳化剤、香料、着色料（カラメル、フラボノ,無,215,150,20,
4.90165E+12,132,扇雀飴　はちみつ１００％のキャンデー＋塩　５０ｇ,200,20200323,6,8,３６０日,12,54,320,310,340,3672,はちみつ、岩塩,,1粒（3.3ｇ）,13,0,0,3.2,0.05,,無,205,145,20,
4.90165E+12,132,扇雀飴　メロンづくしＣＡＮＤＹ　８５ｇ,200,20200416,6,8,３６０日,12,89,320,310,355,5425,砂糖(国内製造)、水飴、クリーミングパウダー(植物油脂、砂糖、デキストリン、乳糖、脱脂粉乳、乳たんぱく)、クラウンメロン果汁、植物油脂、ビスケット(小麦を含む)、粉糖、エリスリトール、乳糖／酸味料、香料(卵・大豆由来)、甘味料(キシリトール)、重曹、着色料(クチナシ、ウコン)、乳化剤、糊料(プルラン),卵、乳、小麦、大豆,１製品（８１ｇ）当たり,320,0.1,1.3,77.4,0.2,酸味料、香料(卵・大豆由来)、甘味料等,無,155,210,20,
4.90165E+12,132,扇雀飴　のどのお守りのど飴　８０ｇ,200,20200914,6,8,３６０日,12,84,320,310,355,5185,砂糖（国内製造）、水飴、濃縮果汁（りんご、みかん）乳酸菌乾燥粉末（殺菌）、ハーブエキス/酸味料、香料、ビタミンＣ、着色料（アントシアニン、アナトー）,りんご,１製品（７６ｇ）当たり,296,0,0,74,0.1,酸味料、香料、ビタミンＣ、着色料,無,210,155,20,
4.90165E+12,132,扇雀飴　はちみつと生姜１００％のど飴　５０ｇ,200,20200928,6,8,３６０日,12,54,320,310,340,3672,はちみつ、生姜エキス、生姜,,１粒（３．３ｇ）当たり,13,0,0,3.3,0,,無,205,145,20,
4.90165E+12,132,扇雀飴　苺あまおうづくしＣＡＮＤＹ　８５ｇ,200,20201102,6,8,３６０日,12,89,320,310,355,5481,砂糖（国内製造）、水飴、クリ―ミングパウダー（植物油脂、デキストリン、砂糖、乳糖、脱脂粉乳、乳たんぱく）、植物油脂、ビスケット（小麦を含む）、あまおう濃縮果汁、粉糖、乳糖/酸味料、香料（卵由来）、着色料（アントシアニン、カラメル）、乳化剤（大豆由来）,卵、乳、小麦、大豆,１製品（８１ｇ）当たり,320,0.1,1,77.7,0.1,酸味料、香料（卵由来）、着色料等,無,210,155,20,
4.90165E+12,132,扇雀飴　シャインマスカットアソートキャンディ８５ｇ,200,20200928,6,8,３６０日,12,89,318,308,355,5481,砂糖（国内製造）、水飴、クリ―ミングパウダー（植物油脂、デキストリン、砂糖、乳糖、乳タンパク、脱脂粉乳）、植物油脂、ビスケット（小麦を含む）、粉糖、シャインマスカット果汁、エリスリトール/酸味料、甘味料（キシリトール）、香料（卵・大豆由来）、着色料（クチナシ、ウコン）、乳化剤,卵、乳、小麦、大豆,１製品（８１ｇ）当たり,320,0.1,1.3,77.4,0.1,酸味料、甘味料（キシリトール）、香料等,無,210,155,20,
4.90165E+12,132,＄扇雀飴　１日の不足分鉄分＆ビタミンキャンデー７０ｇ,200,20190401,6,8,３６０日,12,74,318,308,355,4761,還元水飴（国内製造、タイ製造）、還元難消化性デキストリン（食物繊維）、濃縮果汁（カシス、ラズベリー、オレンジ、キウイ、マンゴー、グレープフルーツ）、コラーゲン（ゼラチンを含む）／ 酸味料、香料（りんご由来）、着色料（アントシアニン、クチナシ、ウコン、アナトー）、甘味料（スクラロース）、クエン酸鉄ナトリウム、ビタミンC、抽出ビタミンE、ナイアシン、パントテン酸カルシウム、ビタミンＢ１、ビタミンＢ６、ビタミンＢ２、ビタミンＡ、葉酸、ビタミンＤ、ビタミンＢ１２,オレンジ、キウイフルーツ、りんご、ゼラチン,１製品（６６ｇ）,172,0.1,0,63.8,0,,無,210,150,20,
4.90165E+12,132,扇雀飴　マルチビタミンフルーツのど飴　８０ｇ,150,20110901,6,8,１２ヶ月,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　ジュースキャンデー　８０ｇ,150,20120605,6,8,３６５日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　コラーゲンマンゴーｍｉｘキャンデー７５ｇ,150,20140319,6,8,３６５日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　和漢エキスのど飴　７０ｇ,150,20140922,6,8,３６５日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,扇雀飴　はちみつゆずミルクキャンデー　７０ｇ,150,20140922,6,8,３６５日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　スムージーキャンディ７０ｇ,150,20140922,6,8,３６５日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　アミノ酸入りコラーゲンキャンデー　７０ｇ,150,20150323,6,8,３６０日,12,74,615,315,183,4756,砂糖、水飴、クリーミーパウダー（乳成分、大豆を含む）、コラーゲン（ゼラチンを含む）、濃縮果汁（ライチ・ピーチ）、酸味料、香料、アルギニン、着色料（アントシアニン）,乳、大豆、もも、ゼラチン,表示単位（当り）,259,0.1,0.3,64,22,酸味料、香料、アルギニン、着色料,無,195,135,20,
4.90165E+12,132,扇雀飴　粒塩キャンデー　７０ｇ,150,20150323,6,8,３６０日,12,74,615,315,183,4756,砂糖、水飴、食塩、レモン濃縮果汁、酸味料、香料、ビタミンＣ、着色料（クチナシ・ウコン）,なし,表示単位（当り）,258,0,0,64.6,336,酸味料、香料、ビタミンＣ、着色料,無,195,135,20,
4.90165E+12,132,扇雀飴　スコールキャンデー　６５ｇ,150,20150323,6,8,３６０日,12,69,615,315,183,4516,砂糖、水飴、乳等を主要原料とする食品、グレープ濃縮果汁、酸味料、重層、香料（卵・大豆を含む）、着色料（クチナシ）,卵、乳、大豆,表示単位（当り）,242,0.1,0,60.3,99,酸味料、重層、香料、着色料,無,195,135,20,
4.90165E+12,132,＄扇雀飴　大人のラムレーズンキャンデー　７０ｇ,150,20150921,6,8,３６０日,12,74,615,315,183,4756,砂糖、水飴、クリーム（乳製品）、クリーミーパウダー（大豆を含む）、ブドウ濃縮果汁、酸味料、香料、乳化剤,乳、大豆,100ｇあたり,261,0,0.6,63.9,22,酸味料、香料、乳化剤,無,135,195,20,
4.90165E+12,132,＄扇雀飴　京の抹茶キャンデー　７０ｇ,150,20150921,6,8,３６０日,12,74,615,315,183,4756,砂糖、水飴、宇治抹茶、緑茶抽出物、香料,,100ｇあたり,258,0.1,0,64.3,0,緑茶抽出物、香料,無,135,195,20,
4.90165E+12,132,＄扇雀飴　薄荷力のど飴　６５ｇ,150,20160321,6,8,３６５日,12,69,615,315,183,4516,砂糖、水飴、薄荷葉エキス、香料,,1製品（６１ｇ）,239,0,0.2,59.3,0,香料,無,195,135,20,
4.90165E+12,132,＄扇雀飴　南国果実とココナッツオイルＣＡＮＤＹ７０ｇ,150,20160321,6,8,３６５日,12,74,300,150,85,537,砂糖、水飴、濃縮果汁(キウイ・マンゴー・パイン)、食用ココナッツオイル、酸味料、香料(乳成分を含む)、着色料(アナトー・クチナシ・ウコン),乳、キウイフルーツ,1製品（６６ｇ）,259,0,0.2,64.2,32,酸味料、香料、着色料、他,無,195,135,20,!
4.90165E+12,132,＄扇雀飴　ジンジャーフルーツソーダキャンデー　７０ｇ,150,20160321,6,8,３６５日,12,74,615,315,183,4756,砂糖、水飴、濃縮果汁（パイナップル・グレープフルーツ）、乳糖、ジンジャーエキス、酸味料、重曹、香料、着色料（クチナシ・ウコン）,乳,1製品（６６ｇ）,257,0,0,64.2,115,酸味料、重曹、香料、着色料,無,195,135,20,
4.90165E+12,132,＄扇雀飴　京の味わいＣＡＮＤＹ７０ｇ,150,20160919,6,8,３６５日,12,74,318,308,355,4705,,乳、大豆,１製品（66g）,259,0,0.2,64.3,1,,無,195,135,20,
4.90165E+12,132,＄扇雀飴　コラーゲン＋チアシードキャンデー　７０ｇ,150,20160919,6,8,３６５日,12,74,318,308,355,4705,,,,0,0,0,0,0,,無,195,135,20,
4.90165E+12,132,＄扇雀飴　ポリフェノールぶどうのど飴　６５ｇ,150,20160919,6,8,３６５日,12,69,318,308,355,4465,,,１製品（62g）,262,0,0,60.5,20,,無,195,135,20,
4.90165E+12,132,扇雀飴　まるごと果実ジュースキャンデー　７０ｇ,150,20170320,6,8,３６５日,12,75,318,308,355,4753,砂糖（国内製造）、水飴、りんご、オレンジ、もも、レモン、ぶどう/酸味料、香料、ビタミンＣ、着色料（アントシアニン、アナトー、紅花黄）,オレンジ、もも、りんご,1製品（66g),257,0,0,64.2,0,酸味料、香料、着色料等,無,200,135,20,
4.90165E+12,132,扇雀飴　瀬戸内レモンアソートキャンデー　７０ｇ,150,20170320,6,8,３６５日,12,74,318,308,355,4705,砂糖、水飴、レモン果汁（瀬戸内産）、乳糖／酸味料、重曹、香料、着色料（ウコン・クチナシ）,乳,1製品（66g）,257,0,0,64.3,0,酸味料、重曹、香料、着色料等,無,195,135,20,
4.90165E+12,132,＄扇雀飴　ポリフェノールりんごのど飴　６５ｇ,150,20170918,6,8,３６５日,12,69,318,308,355,4465, 砂糖、水飴、りんご濃縮果汁（赤りんご・青りんご）、りんご抽出物、ハーブエキス／酸味料、香料、着色料（アントシアニン・クチナシ・ウコン),りんご,１製品（６２ｇ）,242,0,0,60.5,0,,無,195,135,20,
4.90165E+12,132,＄扇雀飴　赤い果実のコラーゲンＣａｎｄｙ　７０ｇ,150,20170918,6,8,３６５日,12,74,318,308,355,4705,砂糖、水飴、コラーゲン（ゼラチンを含む）、濃縮果汁（ラズベリー、ザクロ、アセロラ）、酸味料、香料、ビタミンC、着色料（アントシアニン）,ゼラチン,１製品（６６ｇ）,258,0.1,0,64.3,21,酸味料、香料、ビタミンC、着色料等,無,195,135,20,
4.90165E+12,132,＄扇雀飴　あべこべ探偵のソーダ事件簿　７０ｇ,150,20180319,6,8,３６０日,12,74,318,308,355,4705,砂糖、水飴、乳糖／酸味料、重曹、香料、着色料（アントシアニン、クチナシ、ウコン）,乳,１製品（６６ｇ）,257,0,0,64.2,78.74,酸味料、重曹、香料、着色料（アントシアニ,無,195,135,20,
4.90165E+12,132,＄扇雀飴甘梅！旨梅！すっぱ梅！飴　６５ｇ,150,20180319,6,8,３６０日,12,69,318,308,355,4465,砂糖、水飴、食塩、梅濃縮果汁、梅エキス／酸味料、香料、着色料（アントシアニン、クチナシ、ウコン）、調味料（アミノ酸）,,１製品（６２ｇ）,240,0,0,60,196.85,酸味料、香料、着色料（アントシアニン、ク,無,195,135,20,
4.90165E+12,132,＄扇雀飴ノンシュガーコラーゲンＣＡＮＤＹ　５０ｇ,150,20180319,6,8,３６０日,12,54,318,308,355,3745,還元水飴、コラーゲン、クリーミングパウダー（植物油脂、乳糖、デキストリン、乳たんぱく）／酸味料、香料、ビタミンC、甘味料（スクラロース、アセスルファムK）、着色料(クチナシ、アントシアニン、ウコン）,乳、大豆、もも、ゼラチン,１製品（４７ｇ）,131,0.1,0.1,45.4,0,酸味料、香料、ビタミンC、甘味料（スクラ,無,195,135,20,
4.90165E+12,132,扇雀飴　マヌカハニーのど飴　５５ｇ,150,20180910,6,8,３６５日,12,59,318,308,355,3985,砂糖、水飴、マヌカハニー、ハーブエキス／香料、酸味料、着色料（カラメル）,,１製品（５２ｇ）,203,0,0,50.7,0,香料、酸味料、着色料（カラメル）,無,195,135,20,
4.90165E+12,132,扇雀飴　クエン酸ソーダＣＡＮＤＹ　７０ｇ,150,20190401,6,8,３６０日,12,74,318,308,355,4705,砂糖(国内製造)、水飴、乳糖／酸味料、重曹、香料、ビタミンC、着色料(クチナシ、ウコン)、糊料(プルラン),乳,１製品（６６ｇ）,257,0,0,64.2,0,,無,200,135,20,
4.90165E+12,132,扇雀飴　ポリフェノール紅茶のど飴　６５ｇ,150,20190916,6,8,３６０日,12,69,318,308,355,4465,砂糖(国内製造)、水飴、紅茶エキス、レモン濃縮果汁、ハーブエキス、ぶどう種子エキス／酸味料、香料、着色料（カラメル）,,1製品(62ｇ),242,0,0,60.4,0.03,酸味料、香料、着色料（カラメル）,無,195,135,20,
4.90165E+12,132,扇雀飴　ジンジャー温キャンデー　７０ｇ,150,20190916,6,8,３６０日,12,74,318,308,355,4705,砂糖（国内製造）、水飴、はちみつ、ジンジャーエキス/香料、ビタミンC、着色料（カラメル）,,1製品(66g),258,0,0,64.6,0,香料、ビタミンC、着色料（カラメル）,無,200,135,20,
4.90165E+12,132,扇雀飴　バナナジュースｃａｎｄｙ　７０ｇ,150,20200316,6,8,３６０日,12,74,320,310,355,4705,砂糖（国内製造）、水飴、バナナ濃縮果汁、クリーミングパウダー（砂糖、脱脂粉乳、植物油脂、デキストリン）/酸味料、香料、着色料（ウコン）,乳、バナナ,１製品（６６ｇ）,258,0,0.1,64.3,0.1,酸味料、香料、着色料（ウコン）,無,200,135,20,
4.90165E+12,132,扇雀飴　スイカとメロンのソーダｃａｎｄｙ　７０ｇ,150,20200316,6,8,３６０日,12,74,320,310,355,4705,砂糖（国内製造）、水飴、乳糖／酸味料、重曹、香料、着色料（アントシアニン、クチナシ、ウコン）、糊料（プルラン）,乳,１製品（６７ｇ）,261,0,0.1,65,0.3,酸味料、重曹、香料、着色料,無,195,135,20,
4.90165E+12,132,扇雀飴　梨とハチミツのやさしいのど飴　７０ｇ,150,20200914,6,8,３６０日,12,74,320,310,355,4705,砂糖（国内製造）、水飴、和梨濃縮果汁、はちみつ、ハーブエキス/酸味料、香料、着色料（カラメル、クチナシ）,,１製品（６７ｇ）当たり,263,0,0.1,65.4,0.1,酸味料、香料、着色料（カラメル、クチナシ,無,135,195,20,
4.90165E+12,132,扇雀飴　メロンクリームソーダＣＡＮＤＹ　７０ｇ,150,20210315,6,8,３６０日,12,74,320,310,355,4705,砂糖(国内製造)、水飴、乳糖/酸味料、重曹、香料(卵由来)、着色料(紅花黄、クチナシ)、糊料(プルラン),卵、乳,1製品(67g)当たり,261,0,0.1,65.1,0,酸味料、重曹、香料、着色料、糊料,無,195,135,20,
4.90165E+12,132,扇雀飴　ハッカのど飴　７０ｇ,150,20210315,6,8,３６０日,12,74,320,310,355,4705,砂糖(国内製造)、水飴、還元麦芽糖水飴、ハーブエキス、ハッカ/酸味料、香料、着色料(クチナシ、紅花黄),,1製品(67g)当たり,262,0,0,65.4,0,酸味料、香料、着色料,無,195,135,20,
4.90165E+12,132,扇雀飴　１ｋｇハローキティキャンデー,0,20090623,8,1,１２ヶ月,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,扇雀飴　ラブランド　１ｋｇ,0,20080311,8,1,１２ヶ月,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　ジュースキャンデー　１ｋｇ,0,20080311,8,1,１２ヶ月,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,扇雀飴　黒あめ　１ｋｇ,0,20080311,8,1,１２ヶ月,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　キャンデーランド　１ｋｇ,0,20120605,8,1,３６５日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,扇雀飴　まるごと果実ジュースキャンデー　１ｋｇ,0,20170320,8,1,３６５日,12,1000,364,257,327,8585,砂糖（国内製造）、水飴、りんご、オレンジ、もも、レモン、ぶどう/酸味料、香料、ビタミンＣ，着色料（アントシアニン、アナトー、紅花黄）,オレンジ、もも、りんご,100g,390,0,0.1,97.3,0,酸味料、香料(オレンジ由来)、着色料等,無,360,260,40,
4.90165E+12,132,扇雀飴　３つのフルーツキャンデー　１ｋｇ,0,20170320,8,1,３６５日,12,1000,364,257,327,8585,砂糖、水飴、濃縮果汁（ピーチ・マスカット・レモン）/酸味料、香料、着色料（アントシアニン・ウコン・クチナシ）,もも,100g,391,0,0,97.7,0,酸味料、香料、着色料等,無,360,260,40,
4.90165E+12,132,扇雀飴　のど飴ファミリーミックス　２７０ｇ,0,20151201,5,4,１２ヶ月,12,285,410,285,385,6926,砂糖、水飴、はちみつ、発酵乳パウダー、ハーブエキス、酸味料、香料、着色料（カラメル・紅花黄・アントシアニン・アナトー）,乳,100g,392,0,0,98,21,酸味料、香料、着色料,無,190,290,30,
4.90165E+12,132,扇雀飴　粒塩キャンデー　８００ｇ,0,20150511,10,1,３６０日,12,810,360,285,278,8493,砂糖、水飴、食塩、レモン濃縮果汁、酸味料、香料、ビタミンＣ、着色料（クチナシ、ウコン）,なし,100ｇあたり,386,0,0,96.4,502,酸味料、香料、ビタミンＣ、着色料,無,230,330,40,
4.90165E+12,132,扇雀飴　ピローミックスキャンデー　１ｋｇ,0,20080311,8,1,１２ヶ月,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90165E+12,132,＄扇雀飴　めがねっこキャンデー７０ｇ,180,20160822,6,8,３６５日,12,74,318,308,355,4761,砂糖、水飴、クリーミーパウダー（乳成分・大豆を含む）、ブルーベリー濃縮果汁、ブルーベリーエキス、酸味料、香料（卵を含む）、着色料（クチナシ・アントシアニン）,卵、乳、小麦、大豆,1製品（１００ｇあたり）,392,0,0.3,97.2,33,,無,210,155,20,
4.90165E+12,132,＄扇雀飴帰ってきちゃったとりかごキャンデー　３８ｇ,100,20160725,8,8,３６５日,12,42,308,302,363,3773,砂糖、水飴、濃縮果汁（アップル・マスカット・ラズベリー・ブルーベリー）、クリーミーパウダー（乳成分・大豆を含む）、酸味料、香料、着色料（アントシアニン・クチナシ・紅花黄・ウコン）,乳、大豆、りんご,1製品(35ｇ),137,0,0.1,34,14,酸味料、香料、着色料等,無,185,115,20,
4.90165E+12,132,扇雀飴　緑茶のど飴　５５ｇ,120,20171204,10,2,３６０日,12,0,0,0,0,0,還元水飴、宇治抹茶、ハーブエキス/香料、緑茶抽出物,,１００ｇ当り,278,0.2,0,96.5,0,香料、緑茶抽出物,無,0,0,0,?
4.90165E+12,133,扇雀飴　マヌカハニーＣタブレット　３０ｇ,150,20210208,6,12,３６０日,12,33,291,220,320,3026,ブドウ糖(国内製造)、でん粉、マヌカハニー/乳化剤、酸味料、香料、ビタミンC、着色料(紅花黄),,1製品（３０ｇ）,114,0,0.7,26.9,0,乳化剤、酸味料、香料、ビタミンC、着色料,無,145,100,15,
4.90165E+12,133,＄扇雀飴　岩塩タブレット梅味　３６ｇ,100,20150518,6,12,３６０日,12,39,440,290,290,3805,ブドウ糖、食塩、でん粉、ドロマイト(炭酸カルシウムマグネシウム含有物)、梅肉チップ、梅エキス、グルコン酸カリウム、乳化剤、酸味料、香料、着色料(アントシアニン),,,130,0,0.8,30.7,480,グルコン酸カリウム、乳化剤、酸味料、他,無,135,90,28,
4.90165E+12,133,＄扇雀飴　キキ＆ララタブレット　２５ｇ,100,20150706,6,12,３６０日,12,28,291,225,300,2650,ブドウ糖、でん粉、コーヒー豆抽出物、ゴボウ酵素、酸味料、乳化剤、香料、着色料（アントシアニン、クチナシ）,なし,,94,0,0.4,22.6,0,酸味料、乳化剤、香料、着色料,無,140,90,15,
