ＪＡＮコード,分類コード,商品名,標準小売価格,発売日,仕入入数,仕入個口,賞味期間,賞味期間（月）,ピース重量,ケース正面縦,ケース正面横,ケース奥行,ケース重量,原材料,アレルゲン,栄養成分,エネルギー,たんぱく質,脂質,炭水化物,ナトリウム,添加物等,本部データの登録,サイズ(ピース)正面縦,サイズ(ピース)正面横,サイズ(ピース)奥行,ケースサイズ確認
4.90333E+12,100,ロッテ　ガーナミルク袋　９６ｇ,220,20210406,18,1,１２ヶ月,12,96,190,429,203,2170,砂糖（国内製造）、全粉乳、カカオマス、ココアバター、植物油脂／乳化剤（大豆由来）、香料,,１枚（標準４ｇ）,22,0.3,1.3,2.3,0,,無,150,200,35,
4.90333E+12,100,ロッテ　ポケモンウエハースチョコ　１枚,80,20201006,30,8,１２ヶ月,12,23,229,454,374,8100,砂糖、小麦粉、植物油脂、全粉乳、乳糖、カカオマス、クッキークランチ、ホエイパウダー、ココアパウダー、でん粉、ショートニング、食塩／乳化剤（大豆由来）、膨脹剤、カラメル色素、香料,,１枚（標準２３ｇ）,118,1.4,5.7,15.3,0,,無,80,117,14,
4.90333E+12,100,ロッテ　ガーナミルクエクセレント　１１９ｇ,310,20210406,6,8,１２ヶ月,12,120,206,300,262,7700,砂糖（国内製造）、全粉乳、カカオマス、ココアバター、植物油脂／乳化剤（大豆由来）、香料,,１枚　（標準４．６ｇ）,26,0.35,1.5,2.6,0,,無,94,120,22,
4.90333E+12,100,ロッテ　ガーナブラックエクセレント　１１９ｇ,310,20210406,6,8,１２ヶ月,12,120,206,300,262,7700,カカオマス（カカオ豆（ガーナ））、砂糖、ココアバター、乳糖、植物油脂、全粉乳／乳化剤（大豆由来）、香料,,１枚　（標準４．６ｇ）,26,0.3,1.7,2.5,0,,無,94,120,22,
4.90333E+12,100,ロッテ　ガーナリップル　５８ｇ,150,20210406,10,12,１２ヶ月,12,59,313,463,304,10790,砂糖（国内製造）、全粉乳、カカオマス、ココアバター、植物油脂／乳化剤（大豆由来）、香料,,１箱　（５８ｇ）,322,4.4,19.3,32.8,0,,無,70,142,29,
4.90333E+12,100,ロッテ　コアラのマーチシェアパック　１２０ｇ,500,20210316,14,1,１２ヶ月,12,130,362,400,265,2520,砂糖（国内製造又は外国製造）、小麦粉、植物油脂、カカオマス、でん粉、ショートニング、乳糖、全粉乳、液卵、ホエイパウダー、脱脂粉乳、クリームパウダー、食塩、ココアパウダー、ココアバター／膨脹剤、カラメル色素、乳化剤（大豆由来）、香料,,１袋（１２ｇ）,64,0.6,3.5,7.5,0,,無,220,285,50,
4.90333E+12,100,ロッテ　クランキーエクセレント　２６枚,310,20210406,6,8,１２ヶ月,12,98,206,300,262,6600,砂糖（国内製造又は韓国製造）、全粉乳、カカオマス、ココアバター、植物油脂、小麦粉、乳糖、でん粉、モルトエキス、食塩　／　乳化剤（大豆由来）、トレハロース、膨脹剤、香料、カラメル色素,,１枚（標準３．７５ｇ）,21,0.3,1.3,2.1,0,,無,94,120,22,
4.90333E+12,100,ロッテ　ガーナホイップカカオ　５７ｇ,240,20210406,6,12,９ヶ月,9,58,309,530,311,7460,砂糖（国内製造）、カカオマス、ココアバター、全粉乳、植物油脂、乳等を主要原料とする食品（卵を含む）、洋酒、カラメルソース／トレハロース、ソルビトール、乳化剤（大豆由来）、酒精、香料,,１粒　（標準７．２２ｇ）,43,0.4,3.2,3.2,0,,無,97,122,48,
4.90333E+12,100,ロッテ　バッカス　１２粒,200,20190924,10,8,６ヶ月,6,69,181,326,262,7400,砂糖、全粉乳、植物油脂、カカオマス、ブランデー（コニャック５１％）、ココアバター、水あめ、乳糖／乳化剤（大豆由来）、香料、増粘剤（ブドウ糖多糖）、カラメル色素,,１粒（標準５．７ｇ）,28,0.3,1.5,3,0,,無,75,122,16,
4.90333E+12,100,ロッテ　紗々はなやぐ和紅茶　６９ｇ,220,20210427,10,8,１２ヶ月,12,70,274,384,338,8900,砂糖（国内製造）、カカオマス、全粉乳、乳糖、植物油脂、ココアバター、紅茶パウダー／乳化剤（大豆由来）、香料、アナトー色素,,１枚（標準４．４ｇ）,25,0.3,1.5,2.5,0,,無,86,160,25,
4.90333E+12,100,ロッテ　ガーナマリアージュブルーベリー　６４ｇ,250,20210406,6,12,１２ヶ月,12,66,242,450,320,7850,砂糖（国内製造）、カカオマス、ココアバター、乳糖、植物油脂、全粉乳、脱脂粉乳、ブルーベリー果汁パウダー、ブルーベリー果汁加工品／乳化剤（大豆由来）、香料、酸味料、着色料（クチナシ、アントシアニン）,,１枚（標準５．５ｇ）,32,0.3,2.2,2.9,0,,無,70,148,36,
4.90333E+12,100,ロッテ　ＡＣＵＯ３種アソートボトル　１４０ｇ,650,20210413,6,6,－,－,141,192,432,214,6800,＜グレープミント＞マルチトール（外国製造）、エリスリトール、植物油脂、還元パラチノース、ルブス抽出物／ガムベース、甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物、アセスルファムＫ）、香料、増粘剤（アラビアガム）、酸味料、光沢剤、着色料（クチナシ、紅花赤、銅葉緑素）、ペルオキシダーゼ、（一部にゼラチンを含む）＜ピンクグレープフルーツミント＞マルチトール（外国製造）、エリスリトール、植物油脂、還元パラチノース、ルブス抽出物／ガムベース、甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物、アセスルファムＫ）、増粘剤（アラビアガム）、香料、光沢剤、酸味料、着色料（紅花色素、銅葉緑素）、ペルオキシダーゼ、（一部にゼラチンを含む）＜オレンジミント＞マルチトール（外国製造）、エリスリトール、植物油脂、還元パラチノース、ルブス抽出物／ガムベース、甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物、アセスルファムＫ）、香料、増粘剤（アラビアガム）、光沢剤、着色料（紅花色素、銅葉緑素）、酸味料、ペルオキシダーゼ、（一部にゼラチンを含む）,,,0,0,0,0,0,,無,89,66,66,
4.90333E+12,100,ロッテ　ブルーベリーラムネ　５０ｇ,100,20210406,10,8,１２ヶ月,12,50,317,378,234,5380,ぶどう糖（国内製造）、でん粉／加工でん粉、酸味料、乳化剤、着色料（野菜色素、クチナシ）、甘味料（アセスルファムＫ、スクラロース）、香料,,１袋（５０ｇ）,186,0,0.5,45.6,0,,無,155,110,18,
4.90333E+12,100,ロッテ　ガーナローストミルクエクセレント　１１９ｇ,310,20210406,6,8,１２ヶ月,12,120,206,300,262,7700,砂糖（国内製造）、全粉乳、ミルククラム（砂糖、全粉乳、ココアバター）、ココアバター、植物油脂、カカオマス、ローストシュガーパウダー、乳糖、ヘーゼルナッツペースト、食塩、香辛料　／　乳化剤（大豆由来）、香料,,１枚（標準４．６ｇ）,27,0.3,1.7,2.4,0,,無,94,120,22,
4.90333E+12,100,ロッテ　ゼロシュガーフリーチョコレートクリスプ,170,20200929,10,9,１２ヶ月,12,29,406,361,216,3700,マルチトール、小麦粉、カカオマス、乳等を主要原料とする食品（食物繊維、バター、分離乳たんぱく）、植物油脂、ショートニング、小麦全粒粉、全卵、ラクチトール、ココアバター、食物繊維、ミルクペースト、食塩、乳清ミネラル加工品、バターミルクエキスパウダー、カカオエキス、大豆胚芽エキス／加工でん粉、乳化剤、光沢剤、膨脹剤、増粘剤（アラビアガム）、香料、甘味料（スクラロース、アスパルテーム・Ｌ－フェニルアラニン化合物、アセスルファムＫ）、酸味料、ビタミンＰ,,１袋　（２８ｇ）,130,2.1,9.1,16.2,0,,無,130,115,35,
4.90333E+12,100,ロッテ　キシリトールガムドリンクアソートボトル,760,20210316,6,6,－,－,144,192,432,214,6940,マルチトール、エリスリトール、還元パラチノース、ウーロン茶抽出物／甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物）、ガムベース、香料、増粘剤（アラビアガム）、リン酸一水素カルシウム、フクロノリ抽出物、光沢剤、着色料（紅花色素、クチナシ）、ヘスペリジン、（一部にゼラチンを含む）,ゼラチン,１０粒,39,0.1,0,14.6,0,,無,89,66,66,
4.90333E+12,100,ロッテ　キシリトールグレープボトル　１４３ｇ,760,20201201,6,6,－,－,144,192,432,214,6940,マルチトール、植物油脂／甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物）、ガムベース、増粘剤（アラビアガム）、香料、ビタミンＣ、リン酸一水素カルシウム、光沢剤、フクロノリ抽出物、着色料（クチナシ、紅花赤）、ヘスペリジン、（一部にゼラチンを含む）,ゼラチン,１０粒,31,0.1,0,11.8,0,,無,89,66,66,
4.90333E+12,100,ロッテ　コアラのマーチ発酵バター仕立て　４８ｇ,100,20210316,10,8,１２ヶ月,12,50,290,512,364,6190,砂糖（国内製造又はタイ製造又はその他）、小麦粉、植物油脂、乳糖、でん粉、ショートニング、ココアバター、全粉乳、ホエイパウダー、液卵、乳等を主要原料とする食品（はっ酵バター、植物油脂、バターオイル、脱脂粉乳、食塩）、脱脂粉乳、クリームパウダー、食塩／膨脹剤、乳化剤（大豆由来）、カラメル色素、香料,,１箱（４８ｇ）,259,2,14.5,30,0,,無,135,70,60,
4.90333E+12,100,ロッテ　ガーナ＆クランキーシェアパック　１３７ｇ,500,20210406,20,1,１２ヶ月,12,137,197,570,203,3330,＜ガーナミルク＞砂糖（国内製造）、全粉乳、カカオマス、ココアバター、植物油脂／乳化剤（大豆由来）、香料＜ガーナブラック＞カカオマス（カカオ豆（ガーナ））、砂糖、ココアバター、乳糖、植物油脂、全粉乳／乳化剤（大豆由来）、香料＜ガーナローストミルク＞砂糖（国内製造）、全粉乳、ミルククラム（砂糖、全粉乳、ココアバター）、ココアバター、植物油脂、カカオマス、ローストシュガーパウダー、乳糖、ヘーゼルナッツペースト、食塩、香辛料 ／ 乳化剤（大豆由来）、香料＜クランキー＞砂糖（国内製造又は韓国製造）、全粉乳、カカオマス、ココアバター、植物油脂、乳糖、小麦粉、でん粉、モルトエキス、食塩／乳化剤（大豆由来）、トレハロース、膨脹剤、香料、カラメル色素,,,0,0,0,0,0,,無,165,240,35,
4.90333E+12,100,＄ロッテ乳酸菌ショコラアーモンドチョコ７０　８６ｇ,310,20200331,10,8,９ヶ月,9,87,198,438,333,9420,カカオマス、アーモンド、砂糖、全粉乳、植物油脂、ココアバター、アーモンドペースト、乳酸菌末、水あめ　／　光沢剤、香料、増粘剤（アラビアガム）、乳化剤、甘味料（スクラロース）、（一部に乳成分・大豆・ゼラチンを含む）,,１箱（８６ｇ）,501,12,41.1,29.2,0,,無,90,155,20,
4.90333E+12,100,ロッテ　塩小梅タブレット袋梅＆レモン　４８ｇ,200,20210511,10,1,１２ヶ月,12,50,143,277,187,750,＜梅味＞砂糖（国内製造）、エリスリトール、食塩、でん粉、水あめ、梅果汁パウダー、還元パラチノース／乳化剤、グルコン酸Ｋ、酸味料、香料、野菜色素、ビタミンＣ、甘味料（スクラロース）＜レモン味＞砂糖（国内製造）、エリスリトール、食塩、でん粉、水あめ、還元パラチノース／乳化剤、グルコン酸Ｋ、酸味料、紅花色素、香料、ビタミンＣ、甘味料（スクラロース）,,,0,0,0,0,0,,無,185,140,20,
4.90333E+12,100,ロッテ　八天堂カスタードケーキくりーむ＆あまおう苺,300,20210413,5,5,６ヶ月,6,165,309,552,257,5660,液卵（国内製造）、砂糖、小麦粉、ショートニング、水あめ、植物油脂、苺ソース（水あめ、砂糖、ぶどう糖、濃縮苺果汁）、脱脂粉乳、乳糖、乳等を主要原料とする食品、洋酒、卵黄、全粉乳、食塩、乳清たんぱく、乾燥全卵、ココアバター／ソルビトール、乳化剤（大豆由来）、グリセリン、酒精、酸味料、ゲル化剤（増粘多糖類）、香料、クチナシ色素、リン酸Ｃａ,,１個（標準２７ｇ）,119,1.4,6.1,14.9,0,,無,102,235,58,
4.90333E+12,100,ロッテ　ガーナホイップバニラ　５７ｇ,240,20210406,6,12,９ヶ月,9,58,309,530,311,7460,砂糖（国内製造）、ココアバター、全粉乳、植物油脂、カカオマス、乳等を主要原料とする食品（卵を含む）、乳糖、還元水あめ、洋酒／トレハロース、乳化剤（大豆由来）、酒精、香料、酸化防止剤（ビタミンＥ、ヤマモモ抽出物）,,１粒　（標準７．２２ｇ）,44,0.4,3.2,3.2,0,,無,97,122,48,
4.90333E+12,100,ロッテ　パイの実特製カラメルプリン　６９ｇ,180,20210420,10,6,１２ヶ月,12,69,254,600,372,7400,小麦粉（国内製造）、マーガリン、砂糖、植物油脂、乳糖、麦芽糖、ココアバター、全粉乳、ホエイパウダー、カラメルシロップ、クリームパウダー、食塩、乾燥卵黄（卵を含む）／乳化剤（大豆由来）、着色料（カカオ、クチナシ、アナトー、紅麹）、香料,,１箱（６９ｇ）,380,3.9,22.8,40,0,,無,118,143,48,
4.90333E+12,100,ロッテ　乳酸菌ショコラストロベリー　４８ｇ,230,20210330,6,12,９ヶ月,9,48,266,452,349,5760,砂糖（国内製造）、カカオマス、全粉乳、ガラクトオリゴ糖、植物油脂、ココアバター、ストロベリーパウダー、ココアパウダー、乳酸菌末／乳化剤、香料、（一部に乳成分・大豆・ゼラチンを含む）,,１枚（標準４ｇ）,22,0.3,1.5,2.1,0,,無,106,106,40,
4.90333E+12,100,ロッテ　プチチョコパイ濃厚ショコラ　８個,250,20210330,5,1,６ヶ月,6,114,273,336,111,840,小麦粉（国内製造）、ショートニング、砂糖、水あめ、カカオマス、植物油脂、乳糖、液卵、全粉乳、ココアパウダー、脱脂粉乳、ココアバター、ホエイパウダー、乳等を主要原料とする食品、洋酒、食塩／ソルビトール、酒精、乳化剤（大豆由来）、膨脹剤、香料、加工でん粉,,１個（標準１４．５ｇ）,74,0.9,4.4,7.5,0,,無,285,105,62,
4.90333E+12,100,ロッテ　ガーナミルクトットプチパック　４５ｇ,120,20210406,10,16,１２ヶ月,12,45,256,416,332,8650,砂糖（国内製造）、全粉乳、カカオマス、ココアバター、植物油脂／乳化剤（大豆由来）、香料,,１袋（４５ｇ）,250,3.4,14.9,25.5,0,,無,135,80,20,
4.90333E+12,100,ロッテ　キシリトールオーラテクトガムスリムボトル,760,20210413,6,6,１８ヶ月,18,138,203,402,202,6460,マルチトール、ユーカリ抽出物／甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物）、ガムベース、香料、増粘剤（アラビアガム）、光沢剤、着色料（二酸化チタン）、ヘスペリジン、（一部にゼラチンを含む）,ゼラチン,１０粒（１５ｇ）,32,0,0,12.4,0,,無,92,62,62,
4.90333E+12,100,ロッテ　冬のチョコパイ濃厚仕立て　６個,300,20201208,5,4,６ヶ月,6,188,285,429,249,5040,小麦粉、砂糖、ショートニング、水あめ、カカオマス、植物油脂、乳糖、全卵、全粉乳、ココアパウダー、脱脂粉乳、ココアバター、ホエイパウダー、乳等を主要原料とする食品、カラメルシロップ、食塩、洋酒、でん粉、脱脂濃縮乳、カカオエキス、還元水あめ、乾燥卵白、卵黄、乳たんぱく／ソルビトール、酒精、乳化剤（大豆由来）、膨脹剤、加工でん粉、香料、増粘剤（セルロース、カラギーナン）,,１個（標準３１ｇ）,155,1.8,9.1,16.4,0,,無,102,235,53,
4.90333E+12,100,＄ロッテ乳酸菌ショコラカカオ７０　５６ｇ,310,20200331,6,12,１２ヶ月,12,56,266,452,349,6580,カカオマス、砂糖、ココアバター、ココアパウダー、植物油脂、乳酸菌末／香料、乳化剤、（一部に乳成分・大豆・ゼラチンを含む）,,７枚（標準２８ｇ）,155,2.5,12,12.7,0,,無,106,106,40,
4.90333E+12,100,ロッテ　クランキーアーモンドチョコレートプチパック,120,20210406,10,16,９ヶ月,9,46,256,416,332,8700,ローストアーモンド（国内製造）、砂糖、全粉乳、カカオマス、モルトパフ（小麦粉、でん粉、モルトエキス、食塩）、植物油脂、ココアバター、乳糖、水あめ　／　乳化剤（大豆由来）、光沢剤、増粘剤（アラビアガム）、膨脹剤、香料、カラメル色素,,１袋（４５ｇ）,255,4.7,16.4,22.2,0,,無,135,80,20,
4.90333E+12,100,ロッテ　ガーナグランデ　９粒,180,20210406,10,8,１２ヶ月,12,68,276,378,328,7940,砂糖（国内製造）、全粉乳、カカオマス、ココアバター、植物油脂、乳糖、生クリーム／乳化剤（大豆由来）、香料,,１粒（標準７．７ｇ）,44,0.6,2.7,4.2,0,,無,88,154,25,
4.90333E+12,100,ロッテ　プチチョコパイ　８個,250,20210330,5,1,６ヶ月,6,114,273,336,111,840,小麦粉（国内製造）、ショートニング、砂糖、水あめ、カカオマス、植物油脂、乳糖、液卵、全粉乳、脱脂粉乳、ココアバター、ホエイパウダー、乳等を主要原料とする食品、ココアパウダー、洋酒、食塩／ソルビトール、酒精、乳化剤（大豆由来）、膨脹剤、香料、加工でん粉,,１個（標準１４．５ｇ）,74,0.8,4.5,7.6,0,,無,285,105,62,
4.90333E+12,100,ロッテ　クランキービッツ　６３ｇ,230,20210406,10,8,１２ヶ月,12,63,198,438,333,7700,砂糖（国内製造又は韓国製造）、全粉乳、カカオマス、植物油脂、モルトパフ（小麦粉、でん粉、モルトエキス、食塩）、ココアバター、乳糖、水あめ／乳化剤（大豆由来）、光沢剤、トレハロース、膨脹剤、増粘剤（アラビアガム）、香料、カラメル色素,,１箱（６３ｇ）,355,4.4,21.9,35.1,0,,無,90,155,20,
4.90333E+12,100,ロッテ　チョコパイパーティーパックあまおう苺,500,20210406,10,1,６ヶ月,6,248,301,453,289,3480,小麦粉（国内製造）、ショートニング、砂糖、水あめ、カカオマス、植物油脂、液卵、乳糖、全粉乳、脱脂粉乳、ココアバター、ホエイパウダー、濃縮苺果汁、食塩、でん粉、脱脂濃縮乳、還元水あめ、乾燥卵白、卵黄、乳たんぱく／ソルビトール、酒精、乳化剤（大豆由来）、膨脹剤、加工でん粉、香料、酸味料、ベニコウジ色素、増粘剤（セルロース、カラギーナン）,,１個（標準３１ｇ）,156,1.7,9.2,16.4,0,,無,210,290,62,
4.90333E+12,100,ロッテ　チョコを味わうパイの実深みショコラ　６９ｇ,150,20210420,10,6,１２ヶ月,12,69,254,600,372,7400,小麦粉（国内製造）、マーガリン、砂糖、植物油脂、カカオマス、麦芽糖、乳糖、ココアパウダー、全粉乳、ホエイパウダー、食塩、ヘーゼルナッツペースト、大豆胚芽エキス／乳化剤、香料、カカオ色素,,１箱　（６９ｇ）,375,4.3,21.8,40.4,0,,無,118,143,48,
4.90333E+12,100,ロッテ　チョコを味わうパイの実シェアパック,500,20210420,18,1,１２ヶ月,12,129,391,548,257,3150,小麦粉（国内製造）、マーガリン、砂糖、植物油脂、カカオマス、麦芽糖、乳糖、ココアパウダー、全粉乳、ホエイパウダー、食塩、ヘーゼルナッツペースト、大豆胚芽エキス／乳化剤、香料、カカオ色素,,１粒　（標準４．３ｇ）,23,0.3,1.4,2.5,0,,無,220,290,60,
4.90333E+12,100,ロッテ　八天堂カスタードくりーむ＆生クリーム個売り,95,20210413,6,25,６ヶ月,6,28,309,552,257,5750,液卵（国内製造）、砂糖、小麦粉、ショートニング、水あめ、植物油脂、乳糖、脱脂粉乳、生クリーム、全粉乳、洋酒、還元水あめ、卵黄、でん粉、食塩、乳清たんぱく、はちみつ、たんぱく質濃縮ホエイパウダー、ココアバター、脱脂濃縮乳、乾燥卵白、乳等を主要原料とする食品、乳たんぱく、寒天、乳清ミネラル／ソルビトール、乳化剤（大豆由来）、グリセリン、酒精、香料、着色料（クチナシ、パプリカ色素）,,１個（標準２８ｇ）,130,1.5,7.3,14.7,0,,無,88,120,25,
4.90333E+12,100,ロッテ　ラミー　２本,200,20190924,10,8,６ヶ月,6,90,284,282,170,8620,砂糖、全粉乳、ラムレーズン、カカオマス、植物油脂、ココアバター、乳糖、生クリーム、乳等を主要原料とする食品（卵を含む）、洋酒／ソルビトール、乳化剤（大豆由来）、酒精、香料,,１本（標準４５ｇ）,237,2.5,14.4,21.8,0,,無,75,132,12,
4.90333E+12,100,ロッテ　トッポ塩バニラ　２袋,180,20210511,10,12,１２ヶ月,12,72,340,572,258,12000,小麦粉（国内製造）、砂糖、植物油脂、乳糖、でん粉、ショートニング、脱脂粉乳、ココアバター、ホエイパウダー、全粉乳、バター、クリームパウダー、乳等を主要原料とする食品、食塩、調味エキスパウダー、コーヒー、大豆胚芽エキス／加工でん粉、乳化剤、膨脹剤、香料、調味料（有機酸等）、紅花色素,,１袋（標準３６ｇ）,194,2.2,10.8,22,0,,無,160,90,24,
4.90333E+12,100,ロッテ　八天堂チョコパイカスタード味個売り　１個,95,20210413,6,20,６ヶ月,6,37,285,436,251,5660,小麦粉（国内製造）、ショートニング、砂糖、カスタードクリーム（還元水あめ、植物油脂、ショートニング、砂糖、水あめ、乳等を主要原料とする食品、卵黄、乳清たんぱく）、水あめ、植物油脂、カカオマス、乳糖、液卵、全粉乳、脱脂粉乳、ココアバター、乳等を主要原料とする食品、ホエイパウダー、洋酒、乾燥卵黄、食塩、卵黄油、でん粉、脱脂濃縮乳、還元水あめ、乾燥卵白、卵黄、乳たんぱく／ソルビトール、酒精、乳化剤（大豆由来）、膨脹剤、加工でん粉、香料、増粘剤（セルロース、カラギーナン）、カロチノイド色素,,１個（標準３７．５ｇ）,191,1.9,12.1,18.9,0,,無,83,119,26,
4.90333E+12,100,ロッテ　乳酸菌ショコラカカオ７０　４８ｇ,230,20210330,6,12,９ヶ月,9,48,266,452,349,5760,カカオマス（カカオ豆（ガーナ））、ガラクトオリゴ糖、ココアバター、砂糖、ココアパウダー、植物油脂、乳酸菌末／香料、乳化剤、甘味料（スクラロース）、（一部に乳成分・大豆・ゼラチンを含む）,,１枚（標準４ｇ）,22,0.3,1.8,1.8,0,,無,106,106,40,
4.90333E+12,100,ロッテ　乳酸菌ショコラ　４８ｇ,230,20210330,6,12,９ヶ月,9,48,266,452,349,5760,砂糖（国内製造）、カカオマス、全粉乳、ガラクトオリゴ糖、植物油脂、ココアバター、ココアパウダー、乳酸菌末／乳化剤、香料、（一部に乳成分・大豆・ゼラチンを含む）,,１枚（標準４ｇ）,22,0.3,1.5,2.1,0,,無,106,106,40,
4.90333E+12,100,ロッテ　マイニチケア血圧が高めの方のガムボトル,760,20210413,6,6,１８ヶ月,18,138,203,402,202,6460,マルチトール／ガムベース、甘味料（キシリトール、アスパルテーム・Ｌ－フェニルアラニン化合物）、増粘剤（アラビアガム）、香料、ヘスペリジン、光沢剤、着色料（クチナシ、紅花黄）,,６粒,16,0,0,7.1,0,,無,92,62,62,
4.90333E+12,100,ロッテ　ガーナマリアージュストロベリー　６４ｇ,250,20210406,6,12,１２ヶ月,12,66,242,450,320,7850,砂糖（国内製造）、全粉乳、ココアバター、カカオマス、植物油脂、乳糖、脱脂粉乳、ストロベリーパウダー、苺加工品／乳化剤（大豆由来）、香料、酸味料、着色料（紅麹、アカビート）,,１枚（標準５．５ｇ）,32,0.35,2.1,2.9,0,,無,70,148,36,
4.90333E+12,100,ロッテ　塩小梅袋梅＆レモン　８４ｇ,200,20210511,10,1,１２ヶ月,12,81,103,304,205,1030,＜梅味＞水あめ（国内製造）、砂糖、食塩、濃縮梅果汁、植物油脂／酸味料、塩化Ｋ、アントシアニン色素、ビタミンＣ、香料、乳化剤＜レモン味＞水あめ（国内製造）、砂糖、食塩、レモン果汁パウダー、植物油脂／酸味料、塩化Ｋ、香料、ビタミンＣ、紅花色素、乳化剤,,,0,0,0,0,0,,無,205,150,20,
4.90333E+12,100,ロッテ　小梅のこだわり　２７ｇ,120,20180724,10,16,１２ヶ月,12,29,297,382,344,6070,砂糖、マルチトール、麦芽糖、クリーミングパウダー（水あめ、植物油脂、カゼイン（乳成分を含む））、デキストリン、食物繊維、ゼラチン、梅パウダー、梅エキス、梅果汁パウダー、梅干エキスパウダー／、他,乳成分・ゼラチン,１袋（２７ｇ）,92,0.4,1.2,23.6,0,,無,140,90,15,
4.90333E+12,100,ロッテ　梅ラムネ　５０ｇ,100,20210406,10,8,１２ヶ月,12,50,317,378,234,5380,ぶどう糖（国内製造）、でん粉／加工でん粉、酸味料、乳化剤、野菜色素、甘味料（アセスルファムＫ、スクラロース）、香料,,１袋（５０ｇ）,186,0,0.5,45.5,0,,無,155,110,18,
4.90333E+12,100,ロッテ　Ｆｉｔ’ｓグミレモン＆マスカット　１０２ｇ,200,20200901,10,8,９ヶ月,9,105,357,506,235,9670,＜レモン味＞水あめ、砂糖、ゼラチン、濃縮レモン果汁、レモンピール、オブラートパウダー／ソルビトール、酸味料、グリセリン、乳酸Ｃａ、増粘剤（プルラン）、香料、甘味料（アセスルファムＫ、スクラロース）、乳化剤、紅花色素、光沢剤＜マスカット味＞水あめ、砂糖、ゼラチン、濃縮ぶどう果汁（マスカットオブアレキサンドリア１００％）、オブラートパウダー／ソルビトール、酸味料、グリセリン、増粘多糖類、香料、着色料（紅花黄、クチナシ）、乳化剤、光沢剤,ゼラチン,,0,0,0,0,0,,無,170,120,23,
4.90334E+12,261,＄ロッテ　うるアップセラミドスパーク　１００ｍｌ,230,20140324,45,1,３６０日,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　ホカロンくつ下に貼る（黒）５Ｐ,0,20180901,48,1,３年,36,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　快速ホカロン　１０Ｐ,458,20200921,24,1,－,－,513,508,365,158,13100,鉄粉、水、活性炭、塩類、バーミキュライト、吸水性樹脂、 木粉,,,0,0,0,0,0,,無,235,121,55,
4.90334E+12,729,ロッテ　ホカロン　くつ下に貼る黒５Ｐ,398,20200831,48,1,－,－,145,403,294,223,7500,鉄粉、水、活性炭、バーミキュライト、塩類、吸水性樹脂、木粉,,,0,0,0,0,0,,無,108,195,39,
4.90334E+12,729,ロッテ　ホカロン　１０Ｐ,0,20110921,24,1,－,－,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　ホカロンミニ　１０Ｐ,0,20141007,48,1,１０８０日,36,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　ホカロン貼る　１０Ｐ,0,20110921,24,1,－,－,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　ホカロン貼るミニ　１０Ｐ,0,20141007,48,1,１０８０日,36,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　ホカロンくつ下に貼る　５Ｐ,0,20180901,48,1,３年,36,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,＄ロッテ　ヒヤロン,120,20170701,96,1,１０８０日,36,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90334E+12,729,ロッテ　ヒヤロン,140,20190401,96,1,４４ヶ月,44,181,470,422,264,19900,,,,0,0,0,0,0,,無,133,203,20,
4.90335E+12,732,ライオン　ニオイをとる砂　５Ｌ,0,20060408,4,1,－,－,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90336E+12,516,理研　キャノーラ油　２６５ｇ,0,20140507,12,1,１年,12,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.90338E+12,831,リケン　１００ｍラップ３０ｃｍ（業）,0,19930904,30,1,－,－,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.9034E+12,144,リマ　バナナン　２本,95,20160125,6,8,６０日,2,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.9034E+12,144,リマ　ＨＩＴＯＩＫＩＣＡＦＥカスタード　２本,120,20160125,6,8,６０日,2,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
4.9034E+12,144,リマ　ＨＩＴＯＩＫＩＣＡＦＥチョコバナナ　２本,120,20160125,6,8,６０日,2,0,0,0,0,0,,,,0,0,0,0,0,,無,0,0,0,?
